formula,activity,syngony,length,length_unit,width,width_unit,depth,depth_unit,surface,km_value,km_unit,vmax_value,vmax_unit,target_source,reaction_type,c_min,c_min_unit,c_max,c_max_unit,c_const,c_const_unit,ccat_value,ccat_unit,ph,temperature,doi,pdf,access,title,journal,year,visual
Cu2O,peroxidase,cubic,800,nm,800,nm,800,nm,,0.9,mM,1.02E+01,10− 8 Ms− 1,text,TMB + H2O2,0,mM,1,mM,25,mM,25,μg/mL,4,50,10.1016/j.talanta.2020.121990,J.TALANTA.2020.121990,0,Cu2O nanocubesâ€“grafted highly dense Au nanoparticles with modulated electronic structures for improving peroxidase catalytic performances,Talanta,2021,1
Cu2O,peroxidase,cubic,800,nm,800,nm,800,nm,,20.38,mM,8.38,10− 8 Ms− 1,text,H2O2 + TMB,0,mM,50,mM,0.7,mM,25,μg/mL,4,50,10.1016/j.talanta.2020.121990,J.TALANTA.2020.121990,0,Cu2O nanocubesâ€“grafted highly dense Au nanoparticles with modulated electronic structures for improving peroxidase catalytic performances,Talanta,2021,1
Au/Cu2O,peroxidase,cubic,,,,,,,,0.21,mM,6.08,10− 8 Ms− 1,text,TMB + H2O2,0,mM,1,mM,25,mM,25,μg/mL,4,50,10.1016/j.talanta.2020.121990,J.TALANTA.2020.121990,0,Cu2O nanocubesâ€“grafted highly dense Au nanoparticles with modulated electronic structures for improving peroxidase catalytic performances,Talanta,2021,1
Au/Cu2O,peroxidase,cubic,,,,,,,,10.56,mM,6.68,10− 8 Ms− 1,text,H2O2 + TMB,0,mM,50,mM,0.7,mM,25,μg/mL,4,50,10.1016/j.talanta.2020.121990,J.TALANTA.2020.121990,0,Cu2O nanocubesâ€“grafted highly dense Au nanoparticles with modulated electronic structures for improving peroxidase catalytic performances,Talanta,2021,1
NiCo2S4,peroxidase,,2500,nm,2500,nm,2500,nm,,0.53,mM,4.1,10-8M·s-1,si,TMB + H2O2,0.1,mM,0.3,mM,0.3,mM,15,μg mL−1,4,30,10.1016/j.talanta.2021.122337,J.TALANTA.2021.122337,0,NiCo2S4 microflowers as peroxidase mimic: A multi-functional platform for colorimetric detection of glucose and evaluation of antioxidant behavior,Talanta,2021,1
NiCo2S4,peroxidase,,2500,nm,2500,nm,2500,nm,,0.664,mM,1.5,10-8M·s-1,si,H2O2 + TMB,0,mM,2.5,mM,1.6,mM,15,μg mL−1,4,30,10.1016/j.talanta.2021.122337,J.TALANTA.2021.122337,0,NiCo2S4 microflowers as peroxidase mimic: A multi-functional platform for colorimetric detection of glucose and evaluation of antioxidant behavior,Talanta,2021,1
CuS,peroxidase,,6,nm,6,nm,6,nm,,0.409,mM,0.0632,μM s− 1,text,TMB + H2O2,,,,,,,0.67,mM,4.5,45,10.1016/j.talanta.2021.122594,J.TALANTA.2021.122594,0,Copper sulfide nanoclusters with multi-enzyme-like activities and its application in acid phosphatase sensing based on enzymatic cascade reaction,Talanta,2021,0
CuS,peroxidase,,6,nm,6,nm,6,nm,,0.406,mM,0.0549,μM s− 1,text,H2O2 + TMB,,,,,,,0.67,mM,4.5,45,10.1016/j.talanta.2021.122594,J.TALANTA.2021.122594,0,Copper sulfide nanoclusters with multi-enzyme-like activities and its application in acid phosphatase sensing based on enzymatic cascade reaction,Talanta,2021,0
CuS,catalase,,6,nm,6,nm,6,nm,,5.47,mM,4.18,μM s− 1,text,H2O2,,,,,,,0.4,mM,9,60,10.1016/j.talanta.2021.122594,J.TALANTA.2021.122594,0,Copper sulfide nanoclusters with multi-enzyme-like activities and its application in acid phosphatase sensing based on enzymatic cascade reaction,Talanta,2021,0
Pt,oxidase,,2.95,nm,2.95,nm,2.95,nm,citric acid,0.6819,mM,0.1739,μMs− 1,text,TOOS,0,mM,1.6,mM,,,0.4,mM,8,40,10.1016/j.talanta.2021.122647,J.TALANTA.2021.122647,0,Boosting the oxidase-like activity of platinum nanozyme in MBTH-TOOS chromogenic system for detection of trypsin and its inhibitor,Talanta,2021,1
Pt,oxidase,,2.95,nm,2.95,nm,2.95,nm,citric acid,9.1944,μM,0.1854,μMs− 1,text,MBTH,0,mM,0.2,mM,,,0.4,mM,8,40,10.1016/j.talanta.2021.122647,J.TALANTA.2021.122647,0,Boosting the oxidase-like activity of platinum nanozyme in MBTH-TOOS chromogenic system for detection of trypsin and its inhibitor,Talanta,2021,1
Pt,oxidase,,2.95,nm,2.95,nm,2.95,nm,citric acid,0.1369,mM,0.1645,μMs− 1,text,TOOS+MBTH,0,mM,2.2,mM,,,0.4,mM,8,40,10.1016/j.talanta.2021.122647,J.TALANTA.2021.122647,0,Boosting the oxidase-like activity of platinum nanozyme in MBTH-TOOS chromogenic system for detection of trypsin and its inhibitor,Talanta,2021,1
V2C,oxidase,,,,10–90,nm,10–90,nm,,0.163,mM,0.00000004075,M s−1,text,TMB,0,mM,0.6,mM,,,37.5,μg mL−1,4,,10.1016/j.talanta.2023.124872,J.TALANTA.2023.124872,0,Oxidase-like V2C MXene nanozyme with inherent antibacterial properties for colorimetric sensing,Talanta,2023,1
Pd,oxidase,orthorhombic,,,,,,,,0.24,mM,0.07084,μMs−1,text,TMB + H2O2,0.1,mM,5,mM,5,mM,13.2,μM,4.2,,10.1021/jacs.0c09567,JACS.0C09567,0,Self-Assembled Pd<sub>12</sub> Coordination Cage as Photoregulated Oxidase-Like Nanozyme,Journal of the American Chemical Society,2020,0
Ni-Pt,peroxidase,cubic,13.9,nm,13.9,nm,13.9,nm,,0.035,M,0.000026,M s-1,si,TMB + H2O2,0,mM,0.6,mM,2,M,0.00000000000058,M,4,,10.1021/jacs.0c12605,JACS.0C12605,1,Nickelâ€“Platinum Nanoparticles as Peroxidase Mimics with a Record High Catalytic Efficiency,Journal of the American Chemical Society,2021,1
Ni-Pt0.6,peroxidase,cubic,14.9,nm,14.9,nm,14.9,nm,,0.013,M,0.00015,M s-1,si,TMB + H2O2,0,mM,0.6,mM,2,M,0.00000000000085,M,4,,10.1021/jacs.0c12605,JACS.0C12605,1,Nickelâ€“Platinum Nanoparticles as Peroxidase Mimics with a Record High Catalytic Efficiency,Journal of the American Chemical Society,2021,1
Ni-Pt2,peroxidase,cubic,12.7,nm,12.7,nm,12.7,nm,,0.009,M,0.0000061,M s-1,si,TMB + H2O2,0,mM,0.6,mM,2,M,0.00000000000077,M,4,,10.1021/jacs.0c12605,JACS.0C12605,1,Nickelâ€“Platinum Nanoparticles as Peroxidase Mimics with a Record High Catalytic Efficiency,Journal of the American Chemical Society,2021,1
Pt,peroxidase,cubic,14.6,nm,14.6,nm,14.6,nm,,0.00048,M,7.90E-07,M s-1,si,TMB + H2O2,0,mM,0.6,mM,2,M,0.00000000000082,M,4,,10.1021/jacs.0c12605,JACS.0C12605,1,Nickelâ€“Platinum Nanoparticles as Peroxidase Mimics with a Record High Catalytic Efficiency,Journal of the American Chemical Society,2021,1
Cu(OH)2,peroxidase,orthorhombic,200,nm,30,nm,30,nm,,2.448,mM,4.48E-07,MS−1,text,TMB + H2O2,0,mM,0.9,mM,530,μM,30,μg,4.5,25,10.1021/jacs.5b09337,JACS.5B09337,1,Single Nanoparticle to 3D Supercage: Framing for an Artificial Enzyme System,Journal of the American Chemical Society,2015,0
Cu(OH)2,peroxidase,orthorhombic,200,nm,30,nm,30,nm,,0.199,mM,0.0000004251,MS−1,text,H2O2 + TMB,0,mM,0.8,mM,800,μM,30,μg,4.5,25,10.1021/jacs.5b09337,JACS.5B09337,1,Single Nanoparticle to 3D Supercage: Framing for an Artificial Enzyme System,Journal of the American Chemical Society,2015,0
Au,peroxidase,,20,nm,20,nm,20,nm,β-CD,0.094,mM,0.00000146,M·s-1,si,TMB + H2O2,0.01,mM,0.4,mM,6,mM,,,4.5,25,10.1021/jacs.6b07590,JACS.6B07590,0,"Three-in-One: Sensing, Self-Assembly, and Cascade Catalysis of Cyclodextrin Modified Gold Nanoparticles",Journal of the American Chemical Society,2016,0
Au,peroxidase,,20,nm,20,nm,20,nm,β-CD,272.78,mM,0.00000027,M·s-1,si,H2O2 + TMB,5,mM,2000,mM,0.12,mM,,,4.5,25,10.1021/jacs.6b07590,JACS.6B07590,0,"Three-in-One: Sensing, Self-Assembly, and Cascade Catalysis of Cyclodextrin Modified Gold Nanoparticles",Journal of the American Chemical Society,2016,0
Au,oxidase,,20,nm,20,nm,20,nm,β-CD,92.19,mM,0.00017152,M·s-1,si,glucose,0,mM,300,mM,,,,,9,25,10.1021/jacs.6b07590,JACS.6B07590,0,"Three-in-One: Sensing, Self-Assembly, and Cascade Catalysis of Cyclodextrin Modified Gold Nanoparticles",Journal of the American Chemical Society,2016,1
Fe3O4,peroxidase,,30,nm,30,nm,30,nm,,295,μM,0.43,μM min-1,text,TMB + H2O2,0.05,mM,1,mM,10,mM,50,μg/mL,4,25,10.1021/jacs.7b00601,JACS.7B00601,0,Molecular Imprinting on Inorganic Nanozymes for Hundred-fold Enzyme Specificity,Journal of the American Chemical Society,2017,0
Fe3O4,peroxidase,,30,nm,30,nm,30,nm,,270,μM,2.1,μM min-1,text,ABTS + H2O2,5.00E-02,mM,1,mM,10,mM,50,μg/mL,4,25,10.1021/jacs.7b00601,JACS.7B00601,0,Molecular Imprinting on Inorganic Nanozymes for Hundred-fold Enzyme Specificity,Journal of the American Chemical Society,2017,0
AgVO3,peroxidase,,400–1200,nm,28–80,nm,28–80,nm,,0.04118,mM,37.97,10−4 s−1,text,TMB + H2O2,0,mM,0.3,mM,,,4.5,μg/mL,4,25,10.1002/jccs.201700031,JCCS.201700031,0,Î²â€<scp>AgVO<sub>3</sub></scp> Nanorods as Peroxidase Mimetic for Colorimetric Determination of Glucose,Journal of the Chinese Chemical Society,2017,#ERROR!
AgVO3,peroxidase,,400–1200,nm,28–80,nm,28–80,nm,,5.291,mM,53.09,10−4 s−1,text,H2O2 + TMB,0,mM,50,mM,,,4.5,μg/mL,4,25,10.1002/jccs.201700031,JCCS.201700031,0,Î²â€<scp>AgVO<sub>3</sub></scp> Nanorods as Peroxidase Mimetic for Colorimetric Determination of Glucose,Journal of the Chinese Chemical Society,2017,1
Co3O4,oxidase,,,,,,,,,0.051,mM,0.000000033,M s−1,text,TMB,0,mM,0.14,mM,,,1,mg mL−1,4,40,10.1021/jf500950p,JF500950P,0,Colorimetric Detection of Sulfite in Foods by a TMBâ€“O<sub>2</sub>â€“Co<sub>3</sub>O<sub>4</sub> Nanoparticles Detection System,Journal of Agricultural and Food Chemistry,2014,1
Co3O4,oxidase,,,,,,,,,0.037,mM,0.000000032,M s−1,text,ABTS,0,mM,0.12,mM,,,1,mg mL−1,4,40,10.1021/jf500950p,JF500950P,0,Colorimetric Detection of Sulfite in Foods by a TMBâ€“O<sub>2</sub>â€“Co<sub>3</sub>O<sub>4</sub> Nanoparticles Detection System,Journal of Agricultural and Food Chemistry,2014,1
Au,peroxidase,,14,nm,14,nm,14,nm,,0.2,mM,0.0000000559,Ms−1,text,TMB + H2O2,,,,,,,47.8,μg · mL−1,3.6,25,10.1166/jnn.2018.13977,JNN.2018.13977,0,Peroxidase-Like Activity of Gold Nanoparticles and Their Gold Staining Enhanced ELISA Application,Journal of Nanoscience and Nanotechnology,2018,0
Au,peroxidase,,14,nm,14,nm,14,nm,,572.98,mM,0.0000000977,Ms−1,text,H2O2 + TMB,,,,,,,47.8,μg · mL−1,3.6,25,10.1166/jnn.2018.13977,JNN.2018.13977,0,Peroxidase-Like Activity of Gold Nanoparticles and Their Gold Staining Enhanced ELISA Application,Journal of Nanoscience and Nanotechnology,2018,0
Au,peroxidase,,14,nm,14,nm,14,nm,,92.3,mM,0.0000000311,Ms−1,text,ABTS + H2O2,,,,,,,47.8,μg · mL−1,3.6,25,10.1166/jnn.2018.13977,JNN.2018.13977,0,Peroxidase-Like Activity of Gold Nanoparticles and Their Gold Staining Enhanced ELISA Application,Journal of Nanoscience and Nanotechnology,2018,0
Au,peroxidase,,14,nm,14,nm,14,nm,,546.6,mM,5.04E-08,Ms−1,text,H2O2 + ABTS,,,,,,,47.8,μg · mL−1,3.6,25,10.1166/jnn.2018.13977,JNN.2018.13977,0,Peroxidase-Like Activity of Gold Nanoparticles and Their Gold Staining Enhanced ELISA Application,Journal of Nanoscience and Nanotechnology,2018,0
Au@PdPt,oxidase,,,,,,,,PSS,15.4,μM,5.00E-01,μM min-1,text,TMB,0,mM,0.3,mM,,,0.024,nM,4.5,30,10.1021/la104566e,LA104566E,0,Formation of PdPt Alloy Nanodots on Gold Nanorods: Tuning Oxidase-like Activities via Composition,Langmuir,2011,1
Au@PdPt,oxidase,,,,,,,,PSS,13.2,μM,0.6,μM min-1,text,TMB,0,mM,0.3,mM,,,0.024,nM,4.5,30,10.1021/la104566e,LA104566E,0,Formation of PdPt Alloy Nanodots on Gold Nanorods: Tuning Oxidase-like Activities via Composition,Langmuir,2011,1
Au@PdPt,oxidase,,,,,,,,PSS,11.2,μM,0.7,μM min-1,text,TMB,0,mM,0.3,mM,,,0.024,nM,4.5,30,10.1021/la104566e,LA104566E,0,Formation of PdPt Alloy Nanodots on Gold Nanorods: Tuning Oxidase-like Activities via Composition,Langmuir,2011,1
Fe3O4,peroxidase,,10,nm,10,nm,10,nm,,1.22,mmol/L,4.39,μmol/s,text,ABTS + H2O2,0,mM,2.5,mM,,,40,μg/mL,3.5,25,10.3390/nano10020313,NANO10020313,1,Test-System for Bacteria Sensing Based on Peroxidase-Like Activity of Inkjet-Printed Magnetite Nanoparticles,Nanomaterials,2020,1
Fe3O4,peroxidase,,10,nm,10,nm,10,nm,,152,mmol/L,,,text,H2O2 + ABTS,0,mM,0.03,mM,,,40,μg/mL,3.5,25,10.3390/nano10020313,NANO10020313,1,Test-System for Bacteria Sensing Based on Peroxidase-Like Activity of Inkjet-Printed Magnetite Nanoparticles,Nanomaterials,2020,1
Pt,oxidase,,30,nm,30,nm,30,nm,,0.102,mM,,,text,TMB,0,mM,1,mM,,,0.075,mg mL-1,4,35,10.3390/nano10061015,NANO10061015,1,Pt Nanoparticles with High Oxidase-Like Activity and Reusability for Detection of Ascorbic Acid,Nanomaterials,2020,1
Au@Pt,oxidase,,48.1,nm,48.1,nm,48.1,nm,,0.192,mM,8.16E-05,mM·s−1,text,TMB,0,mM,1.4,mM,,,0.01,mg×mL−1,6,25,10.3390/nano12050755,NANO12050755,1,Gold-Platinum Nanoparticles with Core-Shell Configuration as Efficient Oxidase-like Nanosensors for Glutathione Detection,Nanomaterials,2022,1
Au@Pt,oxidase,,48.1,nm,48.1,nm,48.1,nm,,0.268,mM,1.53E-05,mM·s−1,text,OPD,0,mM,3.5,mM,,,0.01,mg×mL−1,6,25,10.3390/nano12050755,NANO12050755,1,Gold-Platinum Nanoparticles with Core-Shell Configuration as Efficient Oxidase-like Nanosensors for Glutathione Detection,Nanomaterials,2022,1
Fe3O4,peroxidase,,,,,,,,lignin,0.51,mM,1.03,10−8 Ms−1,text,TMB + H2O2,0.4,mM,6,mM,100,mM,264,μg/mL,3,50,10.3390/nano9020210,NANO9020210,1,Fe3O4 Nanoparticles Loaded on Lignin Nanoparticles Applied as a Peroxidase Mimic for the Sensitively Colorimetric Detection of H2O2,Nanomaterials,2019,0
Fe3O4,peroxidase,,,,,,,,lignin,5.3,mM,9.60E-01,10−8 Ms−1,text,H2O2 + TMB,10,mM,250,mM,4,mM,264,μg/mL,3,50,10.3390/nano9020210,NANO9020210,1,Fe3O4 Nanoparticles Loaded on Lignin Nanoparticles Applied as a Peroxidase Mimic for the Sensitively Colorimetric Detection of H2O2,Nanomaterials,2019,0
Au,glucose oxidase,,13,nm,13,nm,13,nm,DNA,6.97,mM,0.00063,μM s-1,text,glucose,,,,,,,34,nM,7.2,25,10.1021/nn102592h,NN102592H,0,"Self-Catalyzed, Self-Limiting Growth of Glucose Oxidase-Mimicking Gold Nanoparticles",ACS Nano,2010,0
GOx,glucose oxidase,,,,,,,,,4.87,mM,6.90E-04,μM s-1,text,glucose,,,,,,,71,nM,7.2,25,10.1021/nn102592h,NN102592H,0,"Self-Catalyzed, Self-Limiting Growth of Glucose Oxidase-Mimicking Gold Nanoparticles",ACS Nano,2010,0
Fe3O4,peroxidase,,300,nm,300,nm,300,nm,,0.098,mM,0.0000000344,M s – 1,text,TMB + H2O2,0,mM,0.8,mM,530,mM,20,μg,3.5,40,10.1038/nnano.2007.260,NNANO.2007.260,0,Intrinsic peroxidase-like activity of ferromagnetic nanoparticles,Nature Nanotechnology,2007,1
Fe3O4,peroxidase,,300,nm,300,nm,300,nm,,154,mM,0.0000000978,M s – 1,text,H2O2 + TMB,0,mM,1000,mM,816,μM,20,μg,3.5,40,10.1038/nnano.2007.260,NNANO.2007.260,0,Intrinsic peroxidase-like activity of ferromagnetic nanoparticles,Nature Nanotechnology,2007,1
MoS2,peroxidase,hexagonal,,,,,,,PPy,12.8,mM,15.1,10-8 M s-1,si,H2O2 + TMB,0,mM,20,mM,100,μM,20,μg/ml,4,20,10.1002/ppsc.201500043,PPSC.201500043,0,Oneâ€Pot Synthesis of Algaeâ€Like MoS<sub>2</sub>/PPy Nanocomposite: A Synergistic Catalyst with Superior Peroxidaseâ€Like Catalytic Activity for H<sub>2</sub>O<sub>2</sub> Detection,Particle &amp; Particle Systems Characterization,2015,0
MoS2,peroxidase,hexagonal,,,,,,,PPy,0.41,mM,47.4,10-8 M s-1,si,TMB + H2O2,0,mM,0.5,mM,65,mM,20,μg/ml,4,20,10.1002/ppsc.201500043,PPSC.201500043,0,Oneâ€Pot Synthesis of Algaeâ€Like MoS<sub>2</sub>/PPy Nanocomposite: A Synergistic Catalyst with Superior Peroxidaseâ€Like Catalytic Activity for H<sub>2</sub>O<sub>2</sub> Detection,Particle &amp; Particle Systems Characterization,2015,0
Cu@PB,peroxidase,,50,nm,50,nm,50,nm,,0.6,mM,1.79E+00,10−7 M s−1,text,TMB + H2O2,0,mM,0.5,mM,400,μM,10,μg/ml,3,25,10.1007/s00216-021-03347-y,S00216-021-03347-Y,0,Sensitive colorimetric assay for the determination of alkaline phosphatase activity utilizing nanozyme based on copper nanoparticle-modified Prussian blue,Analytical and Bioanalytical Chemistry,2021,1
Cu@PB,peroxidase,,50,nm,50,nm,50,nm,,0.14,mM,1.20E+00,10−7 M s−1,text,H2O2 + TMB,0,mM,4.5,mM,400,μM,10,μg/ml,3,25,10.1007/s00216-021-03347-y,S00216-021-03347-Y,0,Sensitive colorimetric assay for the determination of alkaline phosphatase activity utilizing nanozyme based on copper nanoparticle-modified Prussian blue,Analytical and Bioanalytical Chemistry,2021,1
CoOOH,peroxidase,hexagonal,100,nm,100,nm,100,nm,,2.02,mM,4.74E+00,M/s,si,TMB + H2O2,0,mM,2,mM,0.15,mM,10,μg/ml,4,40,10.1007/s00216-017-0372-0,S00216-017-0372-0,0,Cobalt oxyhydroxide nanoflakes with intrinsic peroxidase catalytic activity and their application to serum glucose detection,Analytical and Bioanalytical Chemistry,2017,1
CoOOH,peroxidase,hexagonal,100,nm,100,nm,100,nm,,0.06,mM,3.49,M/s,si,H2O2 + TMB,0,mM,0.3,mM,1,mM,10,μg/ml,4,40,10.1007/s00216-017-0372-0,S00216-017-0372-0,0,Cobalt oxyhydroxide nanoflakes with intrinsic peroxidase catalytic activity and their application to serum glucose detection,Analytical and Bioanalytical Chemistry,2017,1
NiS,peroxidase,,320,nm,320,nm,320,nm,,0.241,mM,5.09,10-8 M s-1,text,TMB + H2O2,0,mM,0.8,mM,0.4,mM,25,μg mL-1,4,25,10.1007/s00216-018-1423-x,S00216-018-1423-X,0,Hollow and porous nickel sulfide nanocubes prepared from a metal-organic framework as an efficient enzyme mimic for colorimetric detection of hydrogen peroxide,Analytical and Bioanalytical Chemistry,2018,1
NiS,peroxidase,,320,nm,320,nm,320,nm,,0.347,mM,5.34E+00,10-8 M s-1,text,H2O2 + TMB,0,mM,20,mM,0.25,mM,25,μg mL-1,4,25,10.1007/s00216-018-1423-x,S00216-018-1423-X,0,Hollow and porous nickel sulfide nanocubes prepared from a metal-organic framework as an efficient enzyme mimic for colorimetric detection of hydrogen peroxide,Analytical and Bioanalytical Chemistry,2018,1
Pt/WO2.72,peroxidase,monoclinic,,,,,,,,0.105,mM,,,text,TMB + H2O2,0,mM,0.6,mM,30,mM,0.5,mg mL−1,4,40,10.1007/s00216-019-02268-1,S00216-019-02268-1,0,Pt nanoparticle-coupled WO2.72 nanoplates as multi-enzyme mimetics for colorimetric detection and radical elimination,Analytical and Bioanalytical Chemistry,2019,1
Pt/WO2.72,peroxidase,monoclinic,,,,,,,,8.45,mM,,,text,H2O2 + TMB,0,mM,60,mM,0.3,mM,0.5,mg mL−1,4,40,10.1007/s00216-019-02268-1,S00216-019-02268-1,0,Pt nanoparticle-coupled WO2.72 nanoplates as multi-enzyme mimetics for colorimetric detection and radical elimination,Analytical and Bioanalytical Chemistry,2019,1
Cu2(OH)3Cl-CeO2,peroxidase,,800,nm,800,nm,800,nm,,12.36,mM,10.62,10-8M/s,si,TMB + H2O2,,,,,,,40,μg⋅mL−1,3,40,10.1007/s00604-015-1506-8,S00604-015-1506-8,0,"A Cu2(OH)3Cl-CeO2 nanocomposite with peroxidase-like activity, and its application to the determination of hydrogen peroxide, glucose and cholesterol",Microchimica Acta,2015,0
Cu2(OH)3Cl-CeO2,peroxidase,,800,nm,800,nm,800,nm,,11.61,mM,8.15,10-8M/s,si,H2O2 + TMB,,,,,8,mM,40,μg⋅mL−1,3,40,10.1007/s00604-015-1506-8,S00604-015-1506-8,0,"A Cu2(OH)3Cl-CeO2 nanocomposite with peroxidase-like activity, and its application to the determination of hydrogen peroxide, glucose and cholesterol",Microchimica Acta,2015,0
AgVO3,peroxidase,,,,100,nm,100,nm,,8.03,mM,,,text,TMB + H2O2,0.06,mM,1.6,mM,10,mM,300,μg⋅mL−1,5,25,10.1007/s00604-015-1670-x,S00604-015-1670-X,0,Optical determination of hydrogen peroxide by exploiting the peroxidase-like activity of AgVO3 nanobelts,Microchimica Acta,2015,1
AgVO3,peroxidase,,,,100,nm,100,nm,,14,mM,,,text,H2O2 + TMB,0,mM,500,mM,0.8,mM,300,μg⋅mL−1,5,25,10.1007/s00604-015-1670-x,S00604-015-1670-X,0,Optical determination of hydrogen peroxide by exploiting the peroxidase-like activity of AgVO3 nanobelts,Microchimica Acta,2015,1
Fe3S4,peroxidase,cubic,76,nm,76,nm,76,nm,,0.16,mM,1.15E+00,10-8M s-1,si,TMB + H2O2,0,mM,0.8,mM,1.2,mM,20,μg·mL−1,6.78,35,10.1007/s00604-015-1690-6,S00604-015-1690-6,0,"Magnetic Fe3S4 nanoparticles with peroxidase-like activity, and their use in a photometric enzymatic glucose assay",Microchimica Acta,2015,1
Fe3S4,peroxidase,cubic,76,nm,76,nm,76,nm,,1.158,mM,2.17E+00,10-8M s-1,si,H2O2 + TMB,0,mM,1.8,mM,0.6,mM,20,μg·mL−1,6.78,35,10.1007/s00604-015-1690-6,S00604-015-1690-6,0,"Magnetic Fe3S4 nanoparticles with peroxidase-like activity, and their use in a photometric enzymatic glucose assay",Microchimica Acta,2015,1
Fe4(Fe(CN)6)3,peroxidase,cubic,15.3,nm,15.3,nm,15.3,nm,,0.76,mmol L−1,,,text,TMB + H2O2,0,mM,0.5,mM,1000,mmol L−1,6.70E-12,mol L−1,3.5,25,10.1007/s00604-015-1697-z,S00604-015-1697-Z,0,Catalytic nanocrystalline coordination polymers as an efficient peroxidase mimic for labeling and optical immunoassays,Microchimica Acta,2015,1
Fe4(Fe(CN)6)3,peroxidase,cubic,15.3,nm,15.3,nm,15.3,nm,,840,mmol L−1,,,text,H2O2 + TMB,0,mM,1000,mM,500,μmol L−1,6.70E-12,mol L−1,3.5,25,10.1007/s00604-015-1697-z,S00604-015-1697-Z,0,Catalytic nanocrystalline coordination polymers as an efficient peroxidase mimic for labeling and optical immunoassays,Microchimica Acta,2015,1
Cu,peroxidase,,2,nm,2,nm,2,nm,β-CD,32.87,mM,4.52,10−7 M⋅s−1,text,H2O2 + TMB,0,mM,100,mM,500,μM,,,6,30,10.1007/s00604-016-1915-3,S00604-016-1915-3,0,Exploring a monothiolated Î²-cyclodextrin as the template to synthesize copper nanoclusters with exceptionally increased peroxidase-like activity,Microchimica Acta,2016,1
Cu,peroxidase,,2,nm,2,nm,2,nm,β-CD,0.543,mM,4.34,10−7 M⋅s−1,text,TMB + H2O2,0.05,mM,0.25,mM,10,mM,,,6,30,10.1007/s00604-016-1915-3,S00604-016-1915-3,0,Exploring a monothiolated Î²-cyclodextrin as the template to synthesize copper nanoclusters with exceptionally increased peroxidase-like activity,Microchimica Acta,2016,1
Fe2(MoO4)3,peroxidase,,,,,,,,,1.126,mM,0.0000000373,M⋅s−1,text,TMB + H2O2,0.1,mM,0.8,mM,10,mM,300,μg⋅mL−1,4,25,10.1007/s00604-016-1955-8,S00604-016-1955-8,0,Colorimetric detection of H2O2 using flower-like Fe2(MoO4)3 microparticles as a peroxidase mimic,Microchimica Acta,2016,1
Fe2(MoO4)3,peroxidase,,,,,,,,,0.105,mM,0.0000000751,M⋅s−1,text,H2O2 + TMB,0,mM,50,mM,0.8,mM,300,μg⋅mL−1,4,25,10.1007/s00604-016-1955-8,S00604-016-1955-8,0,Colorimetric detection of H2O2 using flower-like Fe2(MoO4)3 microparticles as a peroxidase mimic,Microchimica Acta,2016,1
Fe3O4,peroxidase,,,,,,,,POPEG,0.187,mM,0.591,μM s-1,si,TMB + H2O2,0.001,mM,1,mM,1,M,0.02,mg/mL,4,,10.1007/s00604-017-2198-z,S00604-017-2198-Z,0,Visual determination of hydrogen peroxide and glucose by exploiting the peroxidase-like activity of magnetic nanoparticles functionalized with a poly(ethylene glycol) derivative,Microchimica Acta,2017,1
